adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,status_code,status_message,success
False,/9rbMA8TMD9T6QosUDKdNffXal6S.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 35, 'name': 'Comédie'}]",,1201916.0,tt26658067,en,Just in Time for the Holidays,,0.0,/92PntfVvmaKvstceYNjv0NJZLwN.jpg,[],[],2023-11-07,0.0,86.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Just in Time for the Holidays,False,0.0,0.0,,,
False,/oNdBQEl08KospEOlvCte7gchVFo.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}]",,1201912.0,tt24325924,en,Giving Thanks,,0.0,/gLnESk4hgbzc0NyRyeamQJC7KhY.jpg,[],[],2023-11-07,0.0,70.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Giving Thanks,False,0.0,0.0,,,
False,/93HWmPqWnqodS91fZXHntz4pW9t.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]",,1201908.0,tt26899004,en,Curves Under the Mistletoe,,0.0,/lQgMuQtuZXtquFypI52WzJBozCe.jpg,[],[],2023-11-07,0.0,145.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Curves Under the Mistletoe,False,0.0,0.0,,,
False,/a3h4CIVXO5tmB9F24nzfIh7EEoO.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}]",,1201895.0,tt26984916,en,A Coldhearted Christmas,,0.0,/lLMuKCJc3sJQdGTeBouFUnoi4u3.jpg,[],[],2023-11-07,0.0,72.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Coldhearted Christmas,False,0.0,0.0,,,
False,/cRfGZ2HPpNSikt2MMmFlwiskNPm.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]",,1201891.0,tt29265216,en,A Christmas Family Secret,,0.0,/daScGIOIBHFpJBKnLZyiGw1Ehsu.jpg,[],[],2023-11-07,0.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Christmas Family Secret,False,0.0,0.0,,,
False,/38LcXLrrfnY5RsMxAP7iQzDjN9j.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}]",,1201865.0,tt25397596,en,Sleigh Queen,,0.0,/1Ix8f7YEbapydYG3y4sZnDktYUd.jpg,[],[],2023-11-07,0.0,81.0,[],Released,,Sleigh Queen,False,0.0,0.0,,,
False,/uSmxYmKy163rm7Hr7rjSEVO6ZCc.jpg,,0.0,"[{'id': 27, 'name': 'Horreur'}, {'id': 53, 'name': 'Thriller'}]",,1201834.0,tt28445241,en,Black Santa,,0.0,/e8L17Erxzr5ErUl8PrgRyDHXpKL.jpg,[],[],2023-11-07,0.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Black Santa,False,0.0,0.0,,,
False,,,0.0,"[{'id': 18, 'name': 'Drame'}]",,1201826.0,tt27761490,en,Nganù,,0.0,,"[{'id': 212946, 'logo_path': None, 'name': 'Kang Quintus Films', 'origin_country': ''}]","[{'iso_3166_1': 'CM', 'name': 'Cameroon'}]",2023-11-07,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Nganù,False,0.0,0.0,,,
False,,,0.0,[],,1201773.0,tt21296060,el,Rapsodos,,0.0,/lq0xlMBLYb86gmNiRGiv2IUKGk9.jpg,[],"[{'iso_3166_1': 'GR', 'name': 'Greece'}]",2023-11-07,0.0,87.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Rapsodos,False,0.0,0.0,,,
False,/hpxark3a9D32z5yYBg8QtW78U3R.jpg,,0.0,"[{'id': 35, 'name': 'Comédie'}]",,1201771.0,tt29692589,en,The Improv: 60 and Still Standing,,0.0,/yFU4njzGXrLNdISXzRdUuumZnkZ.jpg,[],[],2023-11-07,0.0,80.0,[],Released,,The Improv: 60 and Still Standing,False,0.0,0.0,,,
False,,,0.0,[],,1195469.0,tt27373349,en,Christmas with the Knightlys,,3.842,/i7C7aemyA2Yh5zIf9ciT4SweWsb.jpg,[],[],2023-11-07,0.0,0.0,[],Released,,Christmas with the Knightlys,False,0.0,0.0,,,
False,,,0.0,"[{'id': 99, 'name': 'Documentaire'}, {'id': 18, 'name': 'Drame'}]",,1192705.0,tt29083930,de,Ich bin! Margot Friedländer,,24.011,,"[{'id': 208218, 'logo_path': '/nDCQxIzp7hM7IQl9yxql74Kkn1s.png', 'name': 'UFA DOCUMENTARY', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2023-11-07,0.0,90.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Ich bin! Margot Friedländer,False,0.0,0.0,,,
False,/nvfGi68XG9rzjdU8whqWCsHtQm9.jpg,,0.0,"[{'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]",,1139007.0,tt13267256,en,Love Virtually,,26.508,/fBh5KIdSVqzIuWaNr231xQFTiY0.jpg,"[{'id': 201975, 'logo_path': None, 'name': 'Cancelled Films', 'origin_country': ''}, {'id': 201977, 'logo_path': '/6qp7ybqb6QnnJXtW593XLivUXCD.png', 'name': 'Set in Motion', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-07,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Love Virtually,False,0.0,0.0,,,
False,,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 53, 'name': 'Thriller'}]",,1072269.0,tt26597953,fr,Le Successeur,"Heureux et accompli, Ellias devient le nouveau directeur artistique d’une célèbre maison de Haute Couture française. Quand il apprend que son père, qu’il ne voit plus depuis de nombreuses années, vient de mourir d’une crise cardiaque, Ellias se rend au Québec pour régler la succession. Le jeune créateur va découvrir qu’il a hérité de bien pire que du coeur fragile de son père.",9.02,/5wtYkBV8mAWITThtJmQkYP3XCOw.jpg,"[{'id': 84352, 'logo_path': None, 'name': 'Stenola Productions', 'origin_country': 'BE'}, {'id': 13839, 'logo_path': '/125UdB9wgDkY2RNpjgCiKyk3Dll.png', 'name': 'Metafilms', 'origin_country': 'CA'}, {'id': 123220, 'logo_path': '/78WFEzOdyyCUrglTfnZi0CIYXsD.png', 'name': 'KG Productions', 'origin_country': 'FR'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2023-11-07,0.0,107.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Le Successeur,False,0.0,0.0,,,
False,,,0.0,"[{'id': 10770, 'name': 'Téléfilm'}, {'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]",,1027454.0,tt21373908,en,Christmas in Big Sky Country,,4.533,/2XuJAeIkU6UX4ljjc4uQq6TfskF.jpg,"[{'id': 97346, 'logo_path': '/j2dUaHFYU5Jo5NJrbiD0g0R5DIh.png', 'name': 'Brain Power Studio', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-11-07,0.0,85.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Christmas in Big Sky Country,False,0.0,0.0,,,
False,,,20000.0,[],,1022244.0,tt9873376,en,Stranded,,27.64,/fo1QRUwq5zPt8239A29Zazjw2Rr.jpg,[],[],2023-11-07,0.0,81.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Stranded,False,0.0,0.0,,,
False,/tg1cQrXw7G5kbapdAoqc0oHtYdN.jpg,,0.0,"[{'id': 27, 'name': 'Horreur'}]",,981347.0,tt15481986,en,The Loch Ness Horror,,25.847,/6IGN0Y7VF3Ct5J65saTAVxNIjMy.jpg,"[{'id': 179653, 'logo_path': None, 'name': 'Dark Abyss Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-11-07,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Loch Ness Horror,False,0.0,0.0,,,
False,,,0.0,[],,1201838.0,tt2343392,en,Five Shillings Naylon,,0.0,/AjzBR5RxcKgHmqV2VEfvLPsM0qM.jpg,"[{'id': 82386, 'logo_path': '/g9AkB14mgz3UiMxU9bqfbYQ5sIV.png', 'name': 'AMP Filmworks', 'origin_country': 'CY'}]",[],2023-11-06,0.0,117.0,[],Released,,Five Shillings Naylon,False,0.0,0.0,,,
False,/MrgrfcayghRiFRw9sqNB7KoOEu.jpg,,0.0,"[{'id': 99, 'name': 'Documentaire'}]",,1199199.0,tt29686174,it,"Roma, santa e dannata",,7.531,/7IyHcvAWcLC7iZO4dDGPXRyDOzD.jpg,"[{'id': 128344, 'logo_path': '/zNBa6RAZ5TKWZUEhxx6sxc9tdrr.png', 'name': 'The Apartment Pictures', 'origin_country': 'IT'}, {'id': 117672, 'logo_path': None, 'name': 'Kavac Film', 'origin_country': 'IT'}, {'id': 155990, 'logo_path': '/py9VaywwK6KVi94YwrxSKVg1gkh.png', 'name': 'RAI Cinema', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2023-11-06,0.0,0.0,[],Released,,"Roma, santa e dannata",False,0.0,0.0,,,
False,,,0.0,"[{'id': 10402, 'name': 'Musique'}, {'id': 99, 'name': 'Documentaire'}]",,1197617.0,tt29567962,en,Tiffany Day: The Gratitude Tour Documentary,,23.76,/ola1bewIE5OL8dFzGuB4NHFAg8w.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-06,0.0,38.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Tiffany Day: The Gratitude Tour Documentary,False,0.0,0.0,,,
False,,,0.0,"[{'id': 35, 'name': 'Comédie'}, {'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantastique'}]",,1193983.0,tt3869428,en,Another Excellent Day,,26.59,/i46PYRlNVA3r3J4ogtpmAMOdUKc.jpg,"[{'id': 168735, 'logo_path': None, 'name': 'Kinobarna Pictures', 'origin_country': ''}]",[],2023-11-06,0.0,90.0,[],Released,,Another Excellent Day,False,0.0,0.0,,,
False,/xPrIBVsJ7Y3ApwzUh7E1iG0a6e4.jpg,,0.0,"[{'id': 99, 'name': 'Documentaire'}]",,1193326.0,tt16991146,it,Posso entrare? An ode to Naples,,15.812,/hmc1oQs825Oix50oBBQ2Po9YT0X.jpg,"[{'id': 99633, 'logo_path': None, 'name': 'Big Sur', 'origin_country': 'IT'}, {'id': 317, 'logo_path': '/HJj0J9Tk6AGcLpL4O7mI3bsccM.png', 'name': 'Istituto Luce Cinecittà', 'origin_country': 'IT'}, {'id': 123682, 'logo_path': '/2Nk24ubQNCkekarcDEDug0Pc9Z2.png', 'name': 'Mad Entertainment', 'origin_country': 'IT'}, {'id': 155990, 'logo_path': '/py9VaywwK6KVi94YwrxSKVg1gkh.png', 'name': 'RAI Cinema', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2023-11-06,0.0,107.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Posso entrare? An ode to Naples,False,8.0,1.0,,,
False,/bUyilQCxSrRR4QjadyWy0sc9oMY.jpg,,0.0,"[{'id': 99, 'name': 'Documentaire'}]",,1183354.0,tt29392308,it,"Io, noi e Gaber",,24.856,/9KUr9P6GKQv88wzboRVgidPRy7k.jpg,"[{'id': 779, 'logo_path': '/KFFOFoztyjV5epvnW5GerPbcvx.png', 'name': 'Lucky Red', 'origin_country': 'IT'}, {'id': 209481, 'logo_path': None, 'name': 'Atomic Production', 'origin_country': 'IT'}, {'id': 168008, 'logo_path': '/7FcWRLuIiw3iD6mCOmjUIznp4V0.png', 'name': 'Rai Documentari', 'origin_country': 'IT'}, {'id': 317, 'logo_path': '/HJj0J9Tk6AGcLpL4O7mI3bsccM.png', 'name': 'Istituto Luce Cinecittà', 'origin_country': 'IT'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",2023-11-06,0.0,0.0,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,"Io, noi e Gaber",False,8.0,1.0,,,
False,,,0.0,"[{'id': 10402, 'name': 'Musique'}]",,1181963.0,tt28248955,en,K-LOVE Live at Red Rocks,,30.1,/5L8ppmrIdEYzPEmIgT8Z60gniJX.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-06,0.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,K-LOVE Live at Red Rocks,False,0.0,0.0,,,
False,,,0.0,"[{'id': 10402, 'name': 'Musique'}, {'id': 99, 'name': 'Documentaire'}]",,1174262.0,tt28744382,en,23 Seconds to Eternity,,26.958,/1HVdtlvHFXCpqD9sb7O7ymg5GiA.jpg,"[{'id': 207869, 'logo_path': None, 'name': 'K2 Plant Hire', 'origin_country': ''}, {'id': 7281, 'logo_path': '/lkqIuaKTm2sg3umwTBScmqyzLX5.png', 'name': 'BFI', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-11-06,0.0,116.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,23 Seconds to Eternity,False,0.0,0.0,,,
False,,,0.0,[],,1162057.0,tt28529461,el,Μέντιουμ,,14.76,/4m1DOT0rO3ADyxKKJiTJJfne92i.jpg,"[{'id': 12817, 'logo_path': None, 'name': 'Ekso Productions', 'origin_country': ''}, {'id': 212913, 'logo_path': None, 'name': 'Red Carpet Films', 'origin_country': ''}]","[{'iso_3166_1': 'BG', 'name': 'Bulgaria'}, {'iso_3166_1': 'GR', 'name': 'Greece'}]",2023-11-06,0.0,98.0,"[{'english_name': 'Greek', 'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,,Μέντιουμ,False,0.0,0.0,,,
False,/gXuDnIFFZaztY4FnVdGFfnSHI39.jpg,,0.0,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]",,1056182.0,tt15379406,en,Christmas at the Holly Day Inn,,32.291,/qeMu26A6ujsteV2W8hjjvlFzbWi.jpg,"[{'id': 197985, 'logo_path': '/fsZvwRBN8KNT1rMnufmE9C5qrVD.png', 'name': 'M and M Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-11-06,0.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Christmas at the Holly Day Inn,False,0.0,0.0,,,
False,,,0.0,"[{'id': 14, 'name': 'Fantastique'}, {'id': 18, 'name': 'Drame'}]",,1023845.0,tt22037984,de,Silber und das Buch der Träume,,24.624,,"[{'id': 47, 'logo_path': '/i7Z9ot2o3N5Sa3HrF09kniFs2y8.png', 'name': 'Constantin Film', 'origin_country': 'DE'}, {'id': 20580, 'logo_path': '/oRR9EXVoKP9szDkVKlze5HVJS7g.png', 'name': 'Amazon Studios', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-11-06,0.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Silber und das Buch der Träume,False,0.0,0.0,,,
False,/8MDDAi8VnWKJdMmsxuJ1YL1wc21.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]",,975533.0,tt15979666,hi,द आर्चीज़,,26.393,/h2NIN5cuS3yRBnI7VDCtGiffX2r.jpg,"[{'id': 114917, 'logo_path': None, 'name': 'Tiger Baby', 'origin_country': 'IN'}, {'id': 102081, 'logo_path': None, 'name': 'Graphic India', 'origin_country': ''}, {'id': 160140, 'logo_path': '/2rkg3AkLxRlreg7yecfFBDHfqxv.png', 'name': 'Archie Comics', 'origin_country': 'US'}, {'id': 207348, 'logo_path': '/tyHnxjQJLH6h4iDQKhN5iqebWmX.png', 'name': 'Netflix', 'origin_country': 'IN'}]","[{'iso_3166_1': 'IN', 'name': 'India'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-06,0.0,0.0,"[{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,द आर्चीज़,False,0.0,0.0,,,
False,,,0.0,"[{'id': 18, 'name': 'Drame'}]",,885246.0,tt11767724,nl,Skunk,"Adaptation d’un livre de Geert Taghon, très inspiré par son expérience d travailleur social, qui se penche sur le destin d’une famille pour le moins dysfonctionnelle, dont le quotidien est marqué par l’alcool, le sexe et la violence. Leur vie est vue à travers les yeux du jeune héros, Liam, adolescent délaissé, qui après avoir passé des années enfermé dans un sous-sol humide à regarder inlassablement le même film et être harcelé à l’école, atterrit dans un centre fermé où il tente de trouver du réconfort auprès de ses camarades, et des chevaux.",23.965,/6h47QDUWQmtJWYoXgt4fqvzKEEE.jpg,"[{'id': 49473, 'logo_path': '/d0Cld16NzSAizrXfO6jrN3nH6az.png', 'name': 'Frakas Productions', 'origin_country': 'BE'}, {'id': 34574, 'logo_path': None, 'name': 'BALDR', 'origin_country': 'NL'}, {'id': 126462, 'logo_path': '/mvOhXe2kaKKsdYvJtom0FAQZDnG.png', 'name': 'CZAR Belgium', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2023-11-06,0.0,105.0,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Skunk,False,0.0,0.0,,,
False,,,0.0,"[{'id': 99, 'name': 'Documentaire'}, {'id': 14, 'name': 'Fantastique'}]",,1192655.0,tt29001990,en,God of Heaven and Earth,,17.589,/4jFXPSvHxhAJQmBo7l6i5h4vyN1.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-05,0.0,107.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,God of Heaven and Earth,False,0.0,0.0,,,
False,/kQCBPjt9IAG1DIOCjOQ6aj66mDL.jpg,,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comédie'}]",,1190807.0,tt19083430,en,A Holiday I Do,,14.718,/9Lp4JQQlW9MACnFgX9aZlai6VIp.jpg,"[{'id': 155910, 'logo_path': None, 'name': 'Rock Solid Creative Studios', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-05,0.0,94.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,A Holiday I Do,False,0.0,0.0,,,
False,,,10000.0,"[{'id': 18, 'name': 'Drame'}]",,1189523.0,tt19609850,en,There Is No Home,,3.842,/iTwLZsk5b0qw2SRsG0CgmdCFIeJ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-05,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,There Is No Home,False,0.0,0.0,,,
False,,,0.0,"[{'id': 99, 'name': 'Documentaire'}]",,1186244.0,tt29603757,de,Loriot 100,,1.96,,"[{'id': 2574, 'logo_path': None, 'name': 'Florianfilm', 'origin_country': 'DE'}, {'id': 124, 'logo_path': '/7MjDMOybX0D3fcIEpCyY9es5XZU.png', 'name': 'SWR', 'origin_country': 'DE'}, {'id': 1775, 'logo_path': '/ilL857W1zhtnudzvdlxrjIqLAvs.png', 'name': 'Radio Bremen', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2023-11-05,0.0,90.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Loriot 100,False,0.0,0.0,,,
False,,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 9648, 'name': 'Mystère'}]",,1183259.0,tt27237097,en,Baby on Board,,13.685,/hgfs12cFy2UiSoW1pLpd7Mnpu7k.jpg,[],[],2023-11-05,0.0,15.0,[],Released,,Baby on Board,False,0.0,0.0,,,
False,/nPiHWI7bBH5fQiIi97GAp3dm9Nr.jpg,,0.0,"[{'id': 10770, 'name': 'Téléfilm'}, {'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]",,1142712.0,tt29381717,en,The Santa Summit,,96.349,/mS7fQ7GQf8U3WYodaYgPZ8FLtgi.jpg,"[{'id': 53015, 'logo_path': '/tWxubAjwO1QtLLWdnUR1bjS1vvf.png', 'name': 'Hallmark Media', 'origin_country': 'US'}, {'id': 83549, 'logo_path': '/6AQrYukoi0OGD1Yal9vYjFREXxJ.png', 'name': 'Inferno Pictures', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-11-05,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Santa Summit,False,0.0,0.0,,,
False,/bE63DnzXtXEZyZM1y4HzG8Oa2az.jpg,,0.0,"[{'id': 10770, 'name': 'Téléfilm'}, {'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}, {'id': 10749, 'name': 'Romance'}]",,1132349.0,tt27379741,en,We're Scrooged,,21.509,/rMbuOgj0LFq1c536YFdnLzdnKHL.jpg,"[{'id': 97346, 'logo_path': '/j2dUaHFYU5Jo5NJrbiD0g0R5DIh.png', 'name': 'Brain Power Studio', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-11-05,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,We're Scrooged,False,0.0,0.0,,,
False,/kWpJ90GzgQPSizcU7kd2MHjPMaA.jpg,,0.0,"[{'id': 10770, 'name': 'Téléfilm'}, {'id': 35, 'name': 'Comédie'}, {'id': 10749, 'name': 'Romance'}]",,1128754.0,tt29426286,en,Our Christmas Wedding,,42.804,/yqYBSvZnrHqlMhiWgvvyED80lX2.jpg,"[{'id': 91886, 'logo_path': '/mznxWDiT0MWtgmuI0x11BBUfjh6.png', 'name': 'Good Soldier Films', 'origin_country': 'CA'}, {'id': 165925, 'logo_path': None, 'name': 'Northern Soul Film Company', 'origin_country': 'CA'}, {'id': 180934, 'logo_path': '/dTBkfIQZvImcftJvp5ckAYog6w6.png', 'name': 'Great American Media', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2023-11-05,0.0,90.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Our Christmas Wedding,False,0.0,0.0,,,
False,/2GLZT6GA06lwj3YVX8t0vdCwUTX.jpg,,0.0,"[{'id': 18, 'name': 'Drame'}, {'id': 53, 'name': 'Thriller'}]",,763144.0,tt12404266,en,The Last Rifleman,"Artie Crawford, un vétéran de la Seconde Guerre mondiale vivant dans une maison de soins en Irlande du Nord décide de s'échapper afin de se rendre en France pour commémorer le 75e anniversaire du Débarquement sur les plages normandes.",20.023,/gJcWdP8War6ZfgbMFRqXKI1IrcL.jpg,"[{'id': 20782, 'logo_path': '/tTfJjcJHmVPBbPv3q1ATtaX5mFf.png', 'name': 'WestEnd Films', 'origin_country': 'GB'}, {'id': 94196, 'logo_path': None, 'name': 'Wee Buns', 'origin_country': ''}, {'id': 17821, 'logo_path': '/bZp3beVId2zVhxrxrsagnale23c.png', 'name': 'Ripple World Pictures', 'origin_country': ''}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2023-11-05,0.0,0.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Last Rifleman,False,0.0,0.0,,,
False,,,0.0,"[{'id': 35, 'name': 'Comédie'}]",,1201521.0,tt14945228,en,In Crypto,,1.4,/mGfTfJM3HqT2rrjjeJKh54AvqXy.jpg,"[{'id': 212880, 'logo_path': None, 'name': 'Flying Cactus Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2023-11-04,0.0,0.0,[],Released,,In Crypto,False,0.0,0.0,,,
False,/zdcjmRh6HYUzPihbTkLPPu1Jg9Z.jpg,,13700.0,"[{'id': 18, 'name': 'Drame'}, {'id': 35, 'name': 'Comédie'}]",,1201393.0,tt28942982,nl,Vogezië,,1.4,/grA3yWBA3Vm8quEe3bi9eJr2qrc.jpg,[],"[{'iso_3166_1': 'BE', 'name': 'Belgium'}]",2023-11-04,0.0,25.0,"[{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Vogezië,False,0.0,0.0,,,
False,,,0.0,[],,1200994.0,tt29685022,en,"Kennedy, Sinatra and the Mafia",,1.96,/9cEr8ydYvkA7S1PRScDOgehwTi0.jpg,"[{'id': 191262, 'logo_path': None, 'name': 'Peninsula Television', 'origin_country': ''}]",[],2023-11-04,0.0,0.0,[],Released,,"Kennedy, Sinatra and the Mafia",False,0.0,0.0,,,
False,,,0.0,"[{'id': 35, 'name': 'Comédie'}]",,1200882.0,tt21146586,en,Nobody Wants To Be Just Ordinary,,2.744,/c9blMzxqmd62COiJ3USSzJsHdMd.jpg,"[{'id': 1165, 'logo_path': None, 'name': 'Prisma Films', 'origin_country': ''}]",[],2023-11-04,0.0,83.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Nobody Wants To Be Just Ordinary,False,0.0,0.0,,,
False,,,0.0,"[{'id': 35, 'name': 'Comédie'}, {'id': 18, 'name': 'Drame'}]",,1200500.0,tt29763872,en,"Michael Kovacks: Live from the Void, July 9, 2023, 9:30 PM EST",,2.744,/mmDIKTC3btT3mHhYW4jxSLvkCRW.jpg,"[{'id': 205363, 'logo_path': None, 'name': 'Tuba Girl Productions', 'origin_country': ''}]",[],2023-11-04,0.0,8.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Michael Kovacks: Live from the Void, July 9, 2023, 9:30 PM EST",False,0.0,0.0,,,
False,,,0.0,[],,1200246.0,tt23353698,en,This Time,,3.842,/xy4DiEQm1P1IUiVB8FgWzibOfJE.jpg,[],[],2023-11-04,0.0,0.0,[],Released,,This Time,False,0.0,0.0,,,
False,,,0.0,[],,1198135.0,tt28655985,en,Everything Looks Simple from a Distance,,8.797,/5i9Yc5Xi9UBRTUrCu9MKOr2Vimo.jpg,[],[],2023-11-04,0.0,12.0,[],Released,,Everything Looks Simple from a Distance,False,0.0,0.0,,,
